Product,Price per Unit,Units Sold,Total Sales,Timestamp
Eggs,6.4,62,396.92,2024-11-27 10:33:28
Fruits,12.07,43,518.93,2024-11-27 10:33:28
Vegetables,8.27,31,256.31,2024-11-27 10:33:28
Eggs,6.43,84,539.73,2024-11-27 10:33:28
Bread,20.2,9,181.83,2024-11-27 10:33:28
Vegetables,18.35,25,458.86,2024-11-27 10:33:28
Rice,49.85,59,2941.01,2024-11-27 10:33:28
Fruits,38.7,43,1663.98,2024-11-27 10:33:28
Eggs,7.88,34,267.84,2024-11-27 10:33:28
Eggs,7.32,13,95.11,2024-11-27 10:33:28
Fruits,36.37,82,2982.46,2024-11-27 10:33:28
Bread,19.92,76,1513.71,2024-11-27 10:33:28
Rice,20.63,11,226.9,2024-11-27 10:33:28
Fruits,46.38,67,3107.17,2024-11-27 10:33:28
Fruits,18.91,62,1172.62,2024-11-27 10:33:28
Eggs,9.24,65,600.28,2024-11-27 10:33:28
Vegetables,39.32,9,353.86,2024-11-27 10:33:28
Bread,19.15,1,19.15,2024-11-27 10:33:28
Vegetables,33.3,66,2197.91,2024-11-27 10:33:28
Rice,49.45,75,3708.4,2024-11-27 10:33:28
Vegetables,18.64,11,205.01,2024-11-27 10:33:28
Vegetables,34.23,86,2943.85,2024-11-27 10:33:28
Eggs,6.08,26,158.16,2024-11-27 10:33:28
Vegetables,14.91,35,521.72,2024-11-27 10:33:28
Eggs,8.14,9,73.23,2024-11-27 10:33:28
Milk,17.6,42,739.34,2024-11-27 10:33:28
Bread,19.51,11,214.65,2024-11-27 10:33:28
Eggs,8.88,34,301.91,2024-11-27 10:33:28
Bread,24.34,64,1557.55,2024-11-27 10:33:28
Milk,21.37,37,790.69,2024-11-27 10:33:28
Eggs,11.33,100,1132.77,2024-11-27 10:33:28
Rice,28.69,92,2639.79,2024-11-27 10:33:28
Vegetables,11.77,16,188.29,2024-11-27 10:33:28
Rice,22.28,85,1894.16,2024-11-27 10:33:28
Milk,23.93,65,1555.61,2024-11-27 10:33:28
Bread,16.65,30,499.53,2024-11-27 10:33:28
Fruits,26.55,83,2203.56,2024-11-27 10:33:28
Rice,24.24,72,1745.02,2024-11-27 10:33:28
Vegetables,18.76,69,1294.64,2024-11-27 10:33:28
Milk,14.09,9,126.78,2024-11-27 10:33:28
Milk,22.04,62,1366.65,2024-11-27 10:33:28
Rice,32.65,91,2971.1,2024-11-27 10:33:28
Bread,20.7,7,144.93,2024-11-27 10:33:28
Milk,12.98,67,869.7,2024-11-27 10:33:28
Bread,22.92,80,1833.64,2024-11-27 10:33:28
Milk,20.92,98,2049.85,2024-11-27 10:33:28
Bread,19.28,74,1426.64,2024-11-27 10:33:28
Rice,24.98,41,1024.28,2024-11-27 10:33:28
Fruits,29.81,12,357.74,2024-11-27 10:33:28
Eggs,9.99,18,179.77,2024-11-27 10:33:28
Rice,40.03,98,3922.81,2024-11-27 10:33:28
Vegetables,25.79,34,876.94,2024-11-27 10:33:28
Bread,18.49,28,517.65,2024-11-27 10:33:28
Fruits,23.8,81,1928.2,2024-11-27 10:33:28
Fruits,19.53,46,898.43,2024-11-27 10:33:28
Bread,17.31,53,917.6,2024-11-27 10:33:28
Eggs,6.48,19,123.06,2024-11-27 10:33:28
Vegetables,29.23,62,1811.95,2024-11-27 10:33:28
Fruits,23.6,33,778.77,2024-11-27 10:33:28
Eggs,6.41,44,282.18,2024-11-27 10:33:28
Milk,19.87,70,1390.61,2024-11-27 10:33:28
Fruits,25.87,49,1267.51,2024-11-27 10:33:28
Fruits,49.82,3,149.47,2024-11-27 10:33:28
Eggs,7.16,15,107.45,2024-11-27 10:33:28
Fruits,29.22,71,2074.72,2024-11-27 10:33:28
Fruits,48.51,9,436.62,2024-11-27 10:33:28
Fruits,45.66,45,2054.53,2024-11-27 10:33:28
Vegetables,24.42,54,1318.81,2024-11-27 10:33:28
Bread,24.34,68,1655.08,2024-11-27 10:33:28
Eggs,10.28,60,616.74,2024-11-27 10:33:28
Eggs,7.39,2,14.78,2024-11-27 10:33:28
Fruits,47.33,28,1325.25,2024-11-27 10:33:28
Milk,23.3,91,2120.74,2024-11-27 10:33:28
Bread,15.61,63,983.66,2024-11-27 10:33:28
Eggs,6.24,30,187.26,2024-11-27 10:33:28
Vegetables,17.31,62,1073.28,2024-11-27 10:33:28
Fruits,46.61,96,4474.72,2024-11-27 10:33:28
Bread,23.77,23,546.81,2024-11-27 10:33:28
Eggs,7.52,70,526.4,2024-11-27 10:33:28
Bread,22.7,20,454.07,2024-11-27 10:33:28
Fruits,34.56,86,2972.04,2024-11-27 10:33:28
Eggs,8.86,23,203.7,2024-11-27 10:33:28
Rice,22.62,86,1945.06,2024-11-27 10:33:28
Vegetables,17.96,56,1005.77,2024-11-27 10:33:28
Bread,21.12,53,1119.37,2024-11-27 10:33:28
Eggs,11.81,82,968.28,2024-11-27 10:33:28
Eggs,8.2,19,155.89,2024-11-27 10:33:28
Bread,27.93,27,754.05,2024-11-27 10:33:28
Vegetables,14.35,63,903.75,2024-11-27 10:33:28
Eggs,6.11,2,12.22,2024-11-27 10:33:28
Milk,15.16,20,303.14,2024-11-27 10:33:28
Rice,32.78,44,1442.11,2024-11-27 10:33:28
Bread,20.0,78,1559.63,2024-11-27 10:33:28
Eggs,5.57,15,83.52,2024-11-27 10:33:28
Bread,22.81,44,1003.78,2024-11-27 10:33:28
Bread,24.65,16,394.48,2024-11-27 10:33:28
Eggs,7.44,15,111.54,2024-11-27 10:33:28
Eggs,7.56,52,393.34,2024-11-27 10:33:28
Vegetables,20.14,31,624.37,2024-11-27 10:33:28
Vegetables,34.9,96,3350.67,2024-11-27 10:33:28
Eggs,7.69,77,592.42,2024-11-27 10:33:28
Vegetables,27.12,68,1844.35,2024-11-27 10:33:28
Eggs,6.74,100,674.29,2024-11-27 10:33:28
Vegetables,21.55,17,366.38,2024-11-27 10:33:28
Milk,23.53,13,305.93,2024-11-27 10:33:28
Eggs,6.23,54,336.68,2024-11-27 10:33:28
Bread,23.89,49,1170.76,2024-11-27 10:33:28
Eggs,6.93,28,193.98,2024-11-27 10:33:28
Fruits,37.23,5,186.13,2024-11-27 10:33:28
Eggs,9.86,4,39.46,2024-11-27 10:33:28
Vegetables,39.13,50,1956.58,2024-11-27 10:33:28
Fruits,44.57,42,1871.87,2024-11-27 10:33:28
Vegetables,30.88,47,1451.49,2024-11-27 10:33:28
Rice,42.27,82,3465.93,2024-11-27 10:33:28
Fruits,27.7,10,277.0,2024-11-27 10:33:28
Eggs,9.15,84,768.4,2024-11-27 10:33:28
Fruits,28.03,75,2102.39,2024-11-27 10:33:28
Milk,23.63,1,23.63,2024-11-27 10:33:28
Eggs,10.56,18,190.04,2024-11-27 10:33:28
Vegetables,14.93,47,701.57,2024-11-27 10:33:28
Rice,42.0,84,3528.22,2024-11-27 10:33:28
Bread,28.5,59,1681.28,2024-11-27 10:33:28
Vegetables,15.67,43,673.8,2024-11-27 10:33:28
Bread,25.35,59,1495.62,2024-11-27 10:33:28
Fruits,46.86,6,281.17,2024-11-27 10:33:28
Eggs,9.46,57,539.33,2024-11-27 10:33:28
Eggs,5.42,39,211.37,2024-11-27 10:33:28
Vegetables,8.39,54,452.79,2024-11-27 10:33:28
Bread,27.19,53,1441.21,2024-11-27 10:33:28
Eggs,8.73,98,855.78,2024-11-27 10:33:28
Vegetables,18.88,50,944.11,2024-11-27 10:33:28
Fruits,20.73,83,1720.23,2024-11-27 10:33:28
Eggs,6.29,88,553.87,2024-11-27 10:33:28
Rice,22.14,31,686.24,2024-11-27 10:33:28
Fruits,29.39,43,1263.83,2024-11-27 10:33:28
Bread,16.34,66,1078.18,2024-11-27 10:33:28
Eggs,5.77,49,282.68,2024-11-27 10:33:28
Vegetables,11.03,32,353.01,2024-11-27 10:33:28
Fruits,46.71,47,2195.36,2024-11-27 10:33:28
Vegetables,11.06,97,1072.99,2024-11-27 10:33:28
Fruits,11.44,25,285.91,2024-11-27 10:33:28
Vegetables,10.4,41,426.31,2024-11-27 10:33:28
Vegetables,20.93,46,962.63,2024-11-27 10:33:28
Rice,34.04,15,510.64,2024-11-27 10:33:28
Vegetables,14.6,36,525.7,2024-11-27 10:33:28
Fruits,40.29,19,765.45,2024-11-27 10:33:28
Milk,23.96,99,2371.75,2024-11-27 10:33:28
Vegetables,19.83,54,1071.05,2024-11-27 10:33:28
Rice,20.97,14,293.64,2024-11-27 10:33:28
Eggs,5.6,17,95.26,2024-11-27 10:33:28
Bread,25.34,64,1621.87,2024-11-27 10:33:28
Bread,20.61,34,700.76,2024-11-27 10:33:28
Vegetables,5.02,38,190.62,2024-11-27 10:33:28
Fruits,46.66,27,1259.94,2024-11-27 10:33:28
Bread,17.65,35,617.79,2024-11-27 10:33:28
Vegetables,13.12,95,1246.02,2024-11-27 10:33:28
Rice,20.29,46,933.35,2024-11-27 10:33:28
Vegetables,30.74,60,1844.49,2024-11-27 10:33:28
Eggs,9.96,10,99.59,2024-11-27 10:33:28
Rice,34.25,7,239.74,2024-11-27 10:33:28
Vegetables,39.65,88,3488.91,2024-11-27 10:33:28
Eggs,8.76,36,315.25,2024-11-27 10:33:28
Rice,34.98,90,3147.81,2024-11-27 10:33:28
Vegetables,39.23,68,2667.59,2024-11-27 10:33:28
Eggs,8.42,81,681.63,2024-11-27 10:33:28
Fruits,42.91,14,600.68,2024-11-27 10:33:28
Rice,22.49,88,1978.73,2024-11-27 10:33:28
Eggs,5.59,20,111.84,2024-11-27 10:33:28
Vegetables,27.91,70,1953.67,2024-11-27 10:33:28
Eggs,9.73,29,282.03,2024-11-27 10:33:28
Fruits,21.45,53,1136.92,2024-11-27 10:33:28
Fruits,40.98,49,2007.82,2024-11-27 10:33:28
Milk,15.39,89,1369.78,2024-11-27 10:33:28
Fruits,10.5,89,934.6,2024-11-27 10:33:28
Fruits,41.22,6,247.34,2024-11-27 10:33:28
Rice,43.95,94,4131.17,2024-11-27 10:33:28
Fruits,34.38,75,2578.3,2024-11-27 10:33:28
Vegetables,31.2,90,2808.06,2024-11-27 10:33:28
Bread,27.17,6,163.04,2024-11-27 10:33:28
Fruits,23.6,94,2218.01,2024-11-27 10:33:28
Fruits,11.57,92,1064.36,2024-11-27 10:33:28
Eggs,5.35,22,117.61,2024-11-27 10:33:28
Eggs,6.68,60,400.58,2024-11-27 10:33:28
Rice,47.41,97,4598.48,2024-11-27 10:33:28
Bread,23.92,7,167.42,2024-11-27 10:33:28
Fruits,36.45,66,2405.64,2024-11-27 10:33:28
Rice,24.38,94,2292.12,2024-11-27 10:33:28
Milk,11.55,76,878.04,2024-11-27 10:33:28
Fruits,28.59,34,972.0,2024-11-27 10:33:28
Milk,24.86,39,969.4,2024-11-27 10:33:28
Fruits,11.32,74,837.41,2024-11-27 10:33:28
Rice,24.66,58,1430.19,2024-11-27 10:33:28
Eggs,11.55,8,92.43,2024-11-27 10:33:28
Rice,46.75,50,2337.46,2024-11-27 10:33:28
Milk,23.24,51,1185.47,2024-11-27 10:33:28
Fruits,47.5,15,712.54,2024-11-27 10:33:28
Milk,16.79,67,1124.68,2024-11-27 10:33:28
Rice,38.67,63,2436.0,2024-11-27 10:33:28
Fruits,16.87,51,860.23,2024-11-27 10:33:28
Rice,45.17,15,677.51,2024-11-27 10:33:28
Rice,30.94,59,1825.27,2024-11-27 10:33:28
Fruits,21.13,96,2028.55,2024-11-27 10:33:28
Eggs,11.26,4,45.06,2024-11-27 10:33:28
Rice,36.2,26,941.25,2024-11-27 10:33:28
Bread,23.23,70,1626.3,2024-11-27 10:33:28
Rice,34.87,44,1534.41,2024-11-27 10:33:28
Fruits,38.36,26,997.42,2024-11-27 10:33:28
Eggs,7.17,17,121.93,2024-11-27 10:33:28
Vegetables,11.32,38,430.26,2024-11-27 10:33:28
Rice,38.9,96,3734.67,2024-11-27 10:33:28
Fruits,34.8,1,34.8,2024-11-27 10:33:28
Fruits,40.19,21,843.97,2024-11-27 10:33:28
Vegetables,22.8,33,752.5,2024-11-27 10:33:28
Vegetables,38.78,98,3800.43,2024-11-27 10:33:28
Fruits,49.76,35,1741.62,2024-11-27 10:33:28
Rice,22.09,48,1060.09,2024-11-27 10:33:28
Vegetables,9.68,7,67.79,2024-11-27 10:33:28
Milk,22.07,28,617.88,2024-11-27 10:33:28
Bread,24.24,85,2060.19,2024-11-27 10:33:28
Vegetables,7.69,11,84.6,2024-11-27 10:33:28
Eggs,5.18,57,295.39,2024-11-27 10:33:28
Milk,23.07,44,1015.07,2024-11-27 10:33:28
Bread,27.47,87,2389.98,2024-11-27 10:33:28
Eggs,9.93,100,993.11,2024-11-27 10:33:28
Eggs,8.82,50,441.0,2024-11-27 10:33:28
Vegetables,34.36,8,274.89,2024-11-27 10:33:28
Vegetables,29.73,41,1219.06,2024-11-27 10:33:28
Milk,17.87,11,196.52,2024-11-27 10:33:28
Eggs,10.33,15,154.98,2024-11-27 10:33:28
Rice,28.61,95,2717.76,2024-11-27 10:33:28
Eggs,9.66,24,231.76,2024-11-27 10:33:28
Fruits,30.49,92,2804.96,2024-11-27 10:33:28
Eggs,11.92,6,71.53,2024-11-27 10:33:28
Vegetables,9.51,96,913.1,2024-11-27 10:33:28
Fruits,43.22,40,1728.9,2024-11-27 10:33:28
Rice,42.64,94,4008.05,2024-11-27 10:33:28
Eggs,10.19,91,927.11,2024-11-27 10:33:28
Milk,22.99,51,1172.73,2024-11-27 10:33:28
Eggs,11.92,72,858.37,2024-11-27 10:33:28
Eggs,8.39,89,747.15,2024-11-27 10:33:28
Vegetables,18.37,88,1616.89,2024-11-27 10:33:28
Bread,21.87,94,2056.02,2024-11-27 10:33:28
Milk,21.35,1,21.35,2024-11-27 10:33:28
Milk,22.35,30,670.64,2024-11-27 10:33:28
Vegetables,8.84,16,141.52,2024-11-27 10:33:28
Eggs,8.2,9,73.77,2024-11-27 10:33:28
Bread,28.22,93,2624.86,2024-11-27 10:33:28
Vegetables,6.85,89,609.32,2024-11-27 10:33:28
Rice,45.72,75,3428.89,2024-11-27 10:33:28
Vegetables,28.42,100,2841.57,2024-11-27 10:33:28
Eggs,11.47,69,791.11,2024-11-27 10:33:28
Bread,20.58,57,1173.17,2024-11-27 10:33:28
Bread,17.09,57,974.22,2024-11-27 10:33:28
Rice,36.77,52,1912.13,2024-11-27 10:33:28
Vegetables,39.59,31,1227.16,2024-11-27 10:33:28
Milk,20.09,57,1145.34,2024-11-27 10:33:28
Bread,19.25,27,519.75,2024-11-27 10:33:28
Vegetables,17.95,91,1633.26,2024-11-27 10:33:28
Fruits,23.76,36,855.31,2024-11-27 10:33:28
Fruits,44.69,78,3486.12,2024-11-27 10:33:28
Bread,27.53,17,467.93,2024-11-27 10:33:28
Bread,21.43,19,407.09,2024-11-27 10:33:28
Rice,43.2,93,4017.36,2024-11-27 10:33:28
Milk,24.84,93,2310.44,2024-11-27 10:33:28
Bread,26.66,43,1146.57,2024-11-27 10:33:28
Eggs,6.45,62,400.04,2024-11-27 10:33:28
Milk,21.25,68,1444.81,2024-11-27 10:33:28
Rice,28.54,23,656.34,2024-11-27 10:33:28
Vegetables,23.14,41,948.66,2024-11-27 10:33:28
Bread,26.94,67,1805.17,2024-11-27 10:33:28
Fruits,45.91,77,3534.77,2024-11-27 10:33:28
Eggs,11.55,98,1132.35,2024-11-27 10:33:28
Milk,20.65,12,247.84,2024-11-27 10:33:28
Milk,20.25,69,1397.43,2024-11-27 10:33:28
Bread,25.84,46,1188.57,2024-11-27 10:33:28
Eggs,6.8,2,13.6,2024-11-27 10:33:28
Bread,18.78,72,1352.34,2024-11-27 10:33:28
Rice,33.57,95,3188.93,2024-11-27 10:33:28
Milk,18.54,77,1427.91,2024-11-27 10:33:28
Fruits,18.31,56,1025.64,2024-11-27 10:33:28
Bread,18.81,71,1335.62,2024-11-27 10:33:28
Bread,21.83,55,1200.68,2024-11-27 10:33:28
Eggs,7.54,43,324.26,2024-11-27 10:33:28
Bread,24.54,79,1939.05,2024-11-27 10:33:28
Vegetables,7.46,53,395.43,2024-11-27 10:33:28
Vegetables,35.59,31,1103.25,2024-11-27 10:33:28
Fruits,25.55,18,459.88,2024-11-27 10:33:28
Fruits,28.45,1,28.45,2024-11-27 10:33:28
Vegetables,18.35,77,1413.25,2024-11-27 10:33:28
Bread,26.13,57,1489.37,2024-11-27 10:33:28
Eggs,10.96,44,482.05,2024-11-27 10:33:28
Fruits,31.4,3,94.21,2024-11-27 10:33:28
Vegetables,23.91,91,2176.19,2024-11-27 10:33:28
Fruits,20.05,58,1162.72,2024-11-27 10:33:28
Bread,18.79,8,150.35,2024-11-27 10:33:28
Rice,46.0,94,4324.39,2024-11-27 10:33:28
Eggs,11.83,100,1182.85,2024-11-27 10:33:28
Rice,22.22,29,644.43,2024-11-27 10:33:28
Eggs,7.21,6,43.27,2024-11-27 10:33:28
Rice,25.28,76,1921.3,2024-11-27 10:33:28
Bread,23.09,31,715.72,2024-11-27 10:33:28
Eggs,8.03,96,770.86,2024-11-27 10:33:28
Eggs,5.41,57,308.48,2024-11-27 10:33:28
Rice,22.21,86,1909.95,2024-11-27 10:33:28
Milk,13.3,86,1143.66,2024-11-27 10:33:28
Bread,29.86,70,2090.02,2024-11-27 10:33:28
Bread,20.81,9,187.27,2024-11-27 10:33:28
Eggs,5.63,35,197.08,2024-11-27 10:33:28
Rice,49.99,49,2449.67,2024-11-27 10:33:28
Milk,12.62,92,1161.01,2024-11-27 10:33:28
Eggs,9.2,73,671.48,2024-11-27 10:33:28
Bread,27.24,25,680.95,2024-11-27 10:33:28
Milk,22.75,20,455.08,2024-11-27 10:33:28
Bread,23.25,57,1325.42,2024-11-27 10:33:28
Milk,11.81,89,1050.99,2024-11-27 10:33:28
Vegetables,34.37,69,2371.48,2024-11-27 10:33:28
Eggs,11.07,9,99.61,2024-11-27 10:33:28
Bread,23.41,46,1077.01,2024-11-27 10:33:28
Fruits,10.14,55,557.57,2024-11-27 10:33:28
Eggs,10.74,93,998.42,2024-11-27 10:33:28
Eggs,8.45,33,278.76,2024-11-27 10:33:28
Eggs,7.43,27,200.52,2024-11-27 10:33:28
Rice,21.69,82,1778.91,2024-11-27 10:33:28
Rice,32.05,11,352.51,2024-11-27 10:33:28
Bread,22.08,92,2031.29,2024-11-27 10:33:28
Eggs,8.62,28,241.29,2024-11-27 10:33:28
Eggs,7.41,28,207.37,2024-11-27 10:33:28
Fruits,49.13,2,98.26,2024-11-27 10:33:28
Vegetables,11.93,56,668.06,2024-11-27 10:33:28
Vegetables,7.01,95,666.16,2024-11-27 10:33:28
Milk,13.48,1,13.48,2024-11-27 10:33:28
Vegetables,35.05,13,455.6,2024-11-27 10:33:28
Bread,21.72,16,347.6,2024-11-27 10:33:28
Fruits,41.58,87,3617.86,2024-11-27 10:33:28
Vegetables,26.1,64,1670.19,2024-11-27 10:33:28
Fruits,11.69,88,1028.8,2024-11-27 10:33:28
Eggs,9.48,45,426.81,2024-11-27 10:33:28
Vegetables,21.75,10,217.45,2024-11-27 10:33:28
Eggs,6.33,79,500.0,2024-11-27 10:33:28
Milk,11.45,56,641.31,2024-11-27 10:33:28
Fruits,16.63,95,1580.32,2024-11-27 10:33:28
Bread,18.31,2,36.62,2024-11-27 10:33:28
Bread,21.01,21,441.16,2024-11-27 10:33:28
Fruits,11.86,3,35.58,2024-11-27 10:33:28
Eggs,11.44,70,800.62,2024-11-27 10:33:28
Bread,20.75,57,1182.77,2024-11-27 10:33:28
Vegetables,17.19,36,618.82,2024-11-27 10:33:28
Vegetables,5.55,95,526.8,2024-11-27 10:33:28
Bread,26.99,69,1862.01,2024-11-27 10:33:28
Fruits,37.47,71,2660.29,2024-11-27 10:33:28
Vegetables,20.38,31,631.92,2024-11-27 10:33:28
Vegetables,6.72,75,503.8,2024-11-27 10:33:28
Rice,37.37,74,2765.49,2024-11-27 10:33:28
Eggs,5.99,55,329.38,2024-11-27 10:33:28
Fruits,49.96,75,3746.95,2024-11-27 10:33:28
Rice,24.29,91,2210.84,2024-11-27 10:33:28
Bread,19.26,32,616.39,2024-11-27 10:33:28
Bread,19.08,58,1106.65,2024-11-27 10:33:28
Rice,49.97,73,3647.5,2024-11-27 10:33:28
Vegetables,29.01,87,2523.64,2024-11-27 10:33:28
Fruits,26.92,25,672.96,2024-11-27 10:33:28
Bread,17.01,16,272.12,2024-11-27 10:33:28
Milk,21.82,35,763.87,2024-11-27 10:33:28
Bread,26.13,97,2534.56,2024-11-27 10:33:28
Vegetables,25.18,71,1787.96,2024-11-27 10:33:28
Vegetables,15.46,99,1530.96,2024-11-27 10:33:28
Bread,16.44,24,394.58,2024-11-27 10:33:28
Bread,18.63,17,316.67,2024-11-27 10:33:28
Rice,43.41,42,1823.18,2024-11-27 10:33:28
Fruits,20.96,93,1949.6,2024-11-27 10:33:28
Fruits,27.61,41,1132.16,2024-11-27 10:33:28
Vegetables,35.68,79,2818.99,2024-11-27 10:33:28
Vegetables,17.23,17,292.89,2024-11-27 10:33:28
Milk,13.26,69,914.82,2024-11-27 10:33:28
Rice,39.66,25,991.39,2024-11-27 10:33:28
Fruits,11.53,12,138.39,2024-11-27 10:33:28
Eggs,11.12,17,189.06,2024-11-27 10:33:28
Eggs,8.8,63,554.26,2024-11-27 10:33:28
Milk,16.18,27,436.95,2024-11-27 10:33:28
Eggs,5.83,43,250.87,2024-11-27 10:33:28
Vegetables,32.93,11,362.18,2024-11-27 10:33:28
Eggs,11.65,72,838.81,2024-11-27 10:33:28
Milk,15.88,16,254.01,2024-11-27 10:33:28
Eggs,11.26,65,731.8,2024-11-27 10:33:28
Fruits,34.83,20,696.63,2024-11-27 10:33:28
Eggs,5.14,85,436.66,2024-11-27 10:33:28
Vegetables,31.15,25,778.82,2024-11-27 10:33:28
Rice,48.03,97,4659.12,2024-11-27 10:33:28
Bread,15.81,100,1580.54,2024-11-27 10:33:28
Milk,15.34,68,1043.45,2024-11-27 10:33:28
Rice,47.05,8,376.4,2024-11-27 10:33:28
Bread,27.94,3,83.83,2024-11-27 10:33:28
Eggs,6.74,51,343.97,2024-11-27 10:33:28
Milk,13.07,82,1071.64,2024-11-27 10:33:28
Rice,47.67,39,1859.06,2024-11-27 10:33:28
Eggs,5.18,2,10.37,2024-11-27 10:33:28
Vegetables,23.92,70,1674.18,2024-11-27 10:33:28
Eggs,10.1,55,555.59,2024-11-27 10:33:28
Rice,45.08,79,3561.09,2024-11-27 10:33:28
Bread,22.01,57,1254.51,2024-11-27 10:33:28
Milk,18.15,5,90.75,2024-11-27 10:33:28
Milk,24.25,84,2036.91,2024-11-27 10:33:28
Vegetables,31.75,27,857.14,2024-11-27 10:33:28
Eggs,6.45,52,335.26,2024-11-27 10:33:28
Vegetables,21.37,79,1688.09,2024-11-27 10:33:28
Eggs,11.07,10,110.71,2024-11-27 10:33:28
Vegetables,19.72,53,1045.13,2024-11-27 10:33:28
Eggs,11.55,96,1108.75,2024-11-27 10:33:28
Eggs,9.16,89,815.02,2024-11-27 10:33:28
Bread,24.01,97,2329.2,2024-11-27 10:33:28
Bread,19.97,14,279.62,2024-11-27 10:33:28
Bread,17.76,54,959.19,2024-11-27 10:33:28
Vegetables,27.4,37,1013.97,2024-11-27 10:33:28
Vegetables,30.83,83,2559.08,2024-11-27 10:33:28
Rice,32.92,12,395.03,2024-11-27 10:33:28
Bread,26.95,38,1023.94,2024-11-27 10:33:28
Milk,10.56,50,528.25,2024-11-27 10:33:28
Rice,36.07,9,324.64,2024-11-27 10:33:28
Vegetables,37.27,87,3242.3,2024-11-27 10:33:28
Rice,38.12,45,1715.23,2024-11-27 10:33:28
Eggs,5.02,40,200.65,2024-11-27 10:33:28
Bread,28.42,41,1165.16,2024-11-27 10:33:28
Rice,32.85,50,1642.43,2024-11-27 10:33:28
Milk,15.18,48,728.79,2024-11-27 10:33:28
Eggs,6.6,78,514.47,2024-11-27 10:33:28
Rice,20.21,31,626.49,2024-11-27 10:33:28
Vegetables,36.1,14,505.42,2024-11-27 10:33:28
Vegetables,20.43,12,245.16,2024-11-27 10:33:28
Bread,16.48,91,1499.72,2024-11-27 10:33:28
Eggs,5.7,78,444.26,2024-11-27 10:33:28
Bread,28.05,99,2777.27,2024-11-27 10:33:28
Milk,23.41,39,913.06,2024-11-27 10:33:28
Milk,18.49,54,998.29,2024-11-27 10:33:28
Rice,41.28,89,3674.2,2024-11-27 10:33:28
Vegetables,36.88,55,2028.14,2024-11-27 10:33:28
Vegetables,38.66,48,1855.77,2024-11-27 10:33:28
Eggs,7.0,63,440.7,2024-11-27 10:33:28
Vegetables,16.96,5,84.78,2024-11-27 10:33:28
Rice,31.82,89,2831.91,2024-11-27 10:33:28
Milk,11.61,78,905.62,2024-11-27 10:33:28
Bread,23.53,72,1694.36,2024-11-27 10:33:28
Milk,13.96,21,293.13,2024-11-27 10:33:28
Fruits,21.47,32,687.08,2024-11-27 10:33:28
Eggs,5.78,41,236.85,2024-11-27 10:33:28
Rice,31.16,65,2025.49,2024-11-27 10:33:28
Bread,22.53,55,1239.05,2024-11-27 10:33:28
Bread,21.13,2,42.26,2024-11-27 10:33:28
Bread,20.71,55,1138.9,2024-11-27 10:33:28
Rice,37.95,32,1214.47,2024-11-27 10:33:28
Rice,33.09,87,2878.51,2024-11-27 10:33:28
Milk,17.74,12,212.87,2024-11-27 10:33:28
Vegetables,38.69,87,3365.65,2024-11-27 10:33:28
Milk,21.74,83,1804.71,2024-11-27 10:33:28
Vegetables,39.04,46,1796.0,2024-11-27 10:33:28
Rice,30.26,1,30.26,2024-11-27 10:33:28
Eggs,9.94,42,417.43,2024-11-27 10:33:28
Fruits,23.17,69,1598.71,2024-11-27 10:33:28
Bread,29.57,52,1537.51,2024-11-27 10:33:28
Fruits,33.95,53,1799.52,2024-11-27 10:33:28
Vegetables,24.57,49,1203.91,2024-11-27 10:33:28
Eggs,11.47,75,860.4,2024-11-27 10:33:28
Fruits,21.45,100,2144.96,2024-11-27 10:33:28
Bread,23.36,45,1051.22,2024-11-27 10:33:28
Rice,46.63,40,1865.37,2024-11-27 10:33:28
Eggs,6.39,99,632.31,2024-11-27 10:33:28
Eggs,10.48,59,618.47,2024-11-27 10:33:28
Vegetables,9.61,34,326.69,2024-11-27 10:33:28
Vegetables,6.88,52,357.64,2024-11-27 10:33:28
Bread,24.49,74,1812.07,2024-11-27 10:33:28
Rice,37.26,99,3688.9,2024-11-27 10:33:28
Bread,27.27,42,1145.5,2024-11-27 10:33:28
Fruits,22.72,58,1317.8,2024-11-27 10:33:28
Rice,49.95,3,149.85,2024-11-27 10:33:28
Eggs,10.35,23,238.15,2024-11-27 10:33:28
Bread,20.05,34,681.61,2024-11-27 10:33:28
Fruits,28.16,52,1464.29,2024-11-27 10:33:28
Vegetables,15.42,33,508.88,2024-11-27 10:33:28
Rice,43.46,58,2520.88,2024-11-27 10:33:28
Bread,17.23,56,964.68,2024-11-27 10:33:28
Rice,37.6,7,263.18,2024-11-27 10:33:28
Bread,25.14,71,1784.62,2024-11-27 10:33:28
Rice,33.48,39,1305.61,2024-11-27 10:33:28
Fruits,40.23,90,3620.35,2024-11-27 10:33:28
Bread,21.76,81,1762.46,2024-11-27 10:33:28
Eggs,11.15,81,903.08,2024-11-27 10:33:28
Rice,48.41,19,919.7,2024-11-27 10:33:28
Rice,26.57,68,1807.07,2024-11-27 10:33:28
Milk,16.06,72,1156.66,2024-11-27 10:33:28
Fruits,34.08,50,1704.05,2024-11-27 10:33:28
Fruits,45.67,71,3242.35,2024-11-27 10:33:28
Vegetables,14.61,10,146.07,2024-11-27 10:33:28
Milk,15.07,61,919.4,2024-11-27 10:33:28
Fruits,38.8,84,3259.1,2024-11-27 10:33:28
Fruits,15.71,80,1256.92,2024-11-27 10:33:28
Fruits,27.07,75,2030.07,2024-11-27 10:33:28
